listing_id,changed_at,field,old_value,new_value
475115,2026-03-18T10:40:17.118039+00:00,hourly_rate_bruto,,9.88
475115,2026-03-18T10:40:17.118039+00:00,hourly_rate_from,PO DOGOVORU,8.50 €/h neto (9.88 €/h bruto)
475115,2026-03-18T10:40:17.118039+00:00,payment_type,NEGOTIABLE,HOURLY
476184,2026-03-18T11:16:44.590731+00:00,duration,JUNIJ 2026 - OKTOBER 2026,DLJE ČASA (ZAČ. IN OBČ. DELO)
476193,2026-03-18T19:00:09.889413+00:00,description,"Center za izobraževanje, rehabilitacijo in usposabljanje išče študenta/ko (zaželeno) zaključnega letnika magistrskega študija specialno rehabilitacijske pedagogike, inkluzivne pedagogika ali socialne pedagogike. Delo v vzgojni skupini – pomoč vzgojitelju/ici pri izvajanju vzgojnega dela v popoldanskem času, predvidoma dvakrat tedensko ali po potrebi. Pričakujejo dobro strokovno znanje, odgovornost in veselje do dela z mladimi. Odlična priložnost za pridobivanje praktičnih delov. izkušenj","Center za izobraževanje, rehabilitacijo in usposabljanje išče študenta/ko (zaželeno) zaključnega letnika magistrskega študija specialno rehabilitacijske pedagogike, inkluzivne pedagogika ali socialne pedagogike. Delo v vzgojni skupini – pomoč vzgojitelju/ici pri izvajanju vzgojnega dela v popoldanskem času, predvidoma dvakrat tedensko ali po potrebi. Pričakujejo dobro strokovno znanje, odgovornost in veselje do dela z mladimi. Odlična priložnost za pridobivanje praktičnih delov. izkušenj."
475933,2026-03-18T19:00:09.889413+00:00,title,DELO V LABORATORIJU,GRADBENA DELA
475933,2026-03-18T19:00:09.889413+00:00,description,"Delo v laboratoriju, vzorčenje betona, delo z računalnikom, ipd.","Delo v laboratoriju z betonom in betonskimi mešanicami, vzorčenje betona, čiščenje kalupov za beton, delo z računalnikom, ipd."
475674,2026-03-18T19:00:09.889413+00:00,open_positions,5,6
475488,2026-03-18T19:00:09.889413+00:00,description,Podjetje išče primerne osebe za delo v strežbi. Poleg urne postavke si upravičen/a tudi do napitnine. Urnik se prilagaja šolskim obveznostim. Pogoj: izkušnje pri tovrstnem delu. Za prijavo na delo pošlji SMS.,Podjetje išče primerne osebe za delo v strežbi. Poleg urne postavke si upravičen/a tudi do napitnine. Urnik se prilagaja šolskim obveznostim. Zaželene izkušnje. Za prijavo na delo pošlji SMS.
474792,2026-03-18T19:00:09.889413+00:00,description,"Iščejo študenta/ko za pomoč strankam pri izbiri prehranskih dopolnil, zeliščnih pripravkov in drugih izdelkov, aktivna prodaja in skrb za zadovoljstvo kupcev, skrb za urejenost prodajnega prostora in pravilno označevanje izdelkov, delo z blagajno in vodenje osnovne prodajne dokumentacije, sodelovanje pri naročanju in prevzemu blaga.","Iščejo študenta/ko za pomoč strankam pri izbiri prehranskih dopolnil, zeliščnih pripravkov in drugih izdelkov, aktivna prodaja in skrb za zadovoljstvo kupcev, skrb za urejenost prodajnega prostora in pravilno označevanje izdelkov, delo z blagajno, sodelovanje pri naročanju in prevzemu blaga."
468905,2026-03-18T19:00:09.889413+00:00,hourly_rate_neto,8.2,8.4
468905,2026-03-18T19:00:09.889413+00:00,hourly_rate_bruto,9.53,9.76
468905,2026-03-18T19:00:09.889413+00:00,hourly_rate_from,8.20 €/h neto (9.53 €/h bruto),8.40 €/h neto (9.76 €/h bruto)
468905,2026-03-18T19:00:09.889413+00:00,description,Podjetje išče dve osebi za pomoč v strežbi. Zaželene so izkušnje s tovrstnim delom. Pogoj je znanje slovenskega jezika. Pomoč potrebujejo zlasti v popoldanskem času in med vikendi. Pošljite prijavo.,Podjetje išče dve polnoletni osebi za pomoč v strežbi. Zaželene so izkušnje s tovrstnim delom. Pogoj je znanje slovenskega jezika. Pomoč potrebujejo zlasti v popoldanskem času in med vikendi. Pošljite prijavo.
