id,title,subtitle,company,location,sublocation,hourly_rate_neto,hourly_rate_bruto,payment_type,normalized_payment_type,normalized_city,normalized_region,description,open_positions,duration,work_schedule,start_date,first_seen,last_seen
477604,BLAGAJNIK,,"BAUHAUS TRGOVSKO PODJETJE D.O.O., K.D.","LJUBLJANA, KAJUHOVA ULICA 45",,8.61,10.0,8.61 €/h neto (10.00 €/h bruto),HOURLY,LJUBLJANA,OSREDNJESLOVENSKA,"Podjetje, ki prodaja izdelke za ureditev doma, vrta, vrtne pripomočke, potrebuje osebo za delo na blagajni.",,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,,2026-04-08T18:00:08.172264+00:00,2026-04-27T19:57:31.306908+00:00
477605,POMOČ PRI PRODAJI,DELO V OPTIKI,OPTICO OPTIKA D.O.O.,"PODČETRTEK, TRŠKA CESTA 2",OPTIKA MAESTRO VISION,8.0,9.3,8.00 €/h neto (9.30 €/h bruto),HOURLY,PODČETRTEK,SAVINJSKA,"Podjetje potrebuje osebo za delo v optiki. Kompetence, ki jih iščejo so komunikativnost, občutek za delo s strankami, osebna urejenost in občutek za estetiko. Zaželene so izkušnje oz. tovrstna izobrazba, kar pa ni pogoj. Delo zajema pomoč v prodaji in svetovanje pri izboru korekcijskih in sončnih očal, svetovanje strankam pri izbiri korekcijskih stekel ter pomoč v ambulanti pri optometrističnih pregledih. Možnost dolgoročnega občasnega sodelovanja oz. kasnejše zaposlitve.",,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,,2026-04-08T18:00:08.172264+00:00,2026-05-03T19:40:03.884392+00:00
477606,STREŽBA,DELO V SLAŠČIČARNI,"BELLA, MAJA DEANOVIĆ S.P.","DOMŽALE, KARANTANSKA 3",BELLA MIA,8.0,9.3,8.00 €/h neto (9.30 €/h bruto),HOURLY,DOMŽALE,OSREDNJESLOVENSKA,"Za delo v slaščičarni iščejo nasmejane, urejene, komunikativne ter odgovorne osebe. Slaščičarna je odprta vse dni v tednu, delo poteka med vikendi, po dogovoru lahko tudi med tednom, izkušnje so obvezne. Pogoji: znanje slovenskega jezika, polnoletnost, odgovornost do dela ter skrb za čisto delovno okolje. Če imate radi slaščice ter želite delati v prijetnem in urejenem okolju, so pravi naslov za vas.",3,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,,2026-04-08T18:00:08.172264+00:00,2026-07-19T19:45:55.712000+00:00
477607,OBLIKOVANJE,ARHITEKTURNO DELO,"VALUKUS, TRGOVINA S POHIŠTVOM, URH JURJEC S.P.",OD DOMA,,,,PO PROJEKTU,PROJECT,,,"Iščejo dijaka/injo oz. študenta/ko za občasno pomoč pri arhitekturnih in interier projektih. Delo poteka v celoti od doma. Naloge: 3D modeliranje v Archicadu, priprava osnovnih renderjev. Pogoji: osnovno znanje Archicada (ali podobnega programa) in enega render programa. Ponujajo: uvajanje v delovni proces, fleksibilen delovnik, občasno delo in plačilo po projektu. Prijava: kratek opis znanja, šola/fakulteta, (če imaš) primeri dosedanjega dela.",,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2026-04-20,2026-04-08T18:00:08.172264+00:00,2026-04-17T18:00:06.681486+00:00
477608,ZDRAVSTVENA NEGA,OSEBNA ASISTENCA,ZAVOD INDIVIDUM IZOLA,LJUBLJANA,,8.52,9.9,8.52 €/h neto (9.90 €/h bruto),HOURLY,LJUBLJANA,OSREDNJESLOVENSKA,"Podjetje išče primerni osebi za osebno asistenco gibalno ovirane osebe. Uporabnica storitev osebne asistence potrebuje pomoč pri vsakodnevnih dejavnostih ter osebni negi, hranjenju in pitju, osnovnih gospodinjskih opravilih. Možnost kasnejše zaposlitve.",2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,,2026-04-08T18:00:08.172264+00:00,2026-08-23T18:59:37.048068+00:00
477609,SNEMANJE IN UREJANJE KRATKIH VIDEOV,,INHOUSE MARKETING AGENCY D.O.O.,VRHNIKA,,8.61,10.0,8.61 €/h neto (10.00 €/h bruto),HOURLY,VRHNIKA,OSREDNJESLOVENSKA,"Iščejo študenta/ko za snemanje na terenu pri naročnikih in v pisarni. Vertikalne video vsebine za družbena omrežja kot so tiktok, pinterest, meta. Iščejo nekoga s smislom za idejo/koncept, editing video vsebine z uporabo osnovnih orodij, ki jih ponujajo družbena omrežja in občutek za estetiko. Obvezno, da ima oseba neko formalno izobrazbo oz. izkušnjo ali študira/se uči v smeri video produkcije. Izkušnje zaželene, niso nujne. Možnost kasnejše redne zaposlitve.",,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,2026-05-15,2026-04-08T18:00:08.172264+00:00,2026-04-15T18:00:07.868523+00:00
477610,POMOČ PRI PRODAJI,,EUROGARDEN D.O.O.,"LJUBLJANA, PODSMREKA 7B",,8.5,9.88,8.50 €/h neto (9.88 €/h bruto),HOURLY,LJUBLJANA,OSREDNJESLOVENSKA,"Iščejo študenta/ki za pomoč v trgovini vrtnega centra, ki zajema: sortiranje, zlaganje in prevzem blaga, lažja fizična dela, skrb za čistočo in urejenost prodajnega prostora. Zaželeno je poznavanje in osnovno znanje iz tehnične smeri, saj bo pri delu potrebno tudi sestavljati vrtne stroje in pripomočke. Obvezno je znanje slovenskega jezika.",2,PO DOGOVORU,IZMENSKO,,2026-04-08T18:00:08.172264+00:00,2026-04-16T18:00:07.263285+00:00
477611,VRTNARSKA DELA,,EUROGARDEN D.O.O.,"LJUBLJANA, PODSMREKA 7E",,8.5,9.88,8.50 €/h neto (9.88 €/h bruto),HOURLY,LJUBLJANA,OSREDNJESLOVENSKA,"Iščejo osebi za pomoč na vrtnem oddelku vrtnega centra. Delo zajema: delo z rastlinami in drugimi artikli za vrt, sortiranje in zlaganje blaga, prevzem blaga, lažja fizična dela ,ter skrb za čistočo in urejenost prodajnega prostora. Obvezno je znanje slovenskega jezika.",2,PO DOGOVORU,IZMENSKO,,2026-04-08T18:00:08.172264+00:00,2026-04-16T18:00:07.263285+00:00
477612,ASISTENT/KA V KADROVSKI SLUŽBI,,DARS D.D.,"LJUBLJANA, GRIČ 58",,8.15,9.47,8.15 €/h neto (9.47 €/h bruto),HOURLY,LJUBLJANA,OSREDNJESLOVENSKA,"Sodelovanje pri organizaciji internih in eksternih izobraževanj, podpora pri vodenju evidenc v eHRM, komunikacija z udeleženci in izvajalci ter vključevanje v razvoj digitalnih izobraževalnih vsebin. Pričakujejo študenta/ko družboslovnih smeri, dobro računalniško pismenost, interes za sodobne HR in učne pristope, ter pripravljenost prispevati sveže ideje in pogled mladih, digitalno usmerjenih generacij, natančnost in veselje do dela z ljudmi.",,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,,2026-04-08T18:00:08.172264+00:00,2026-04-13T19:21:35.672790+00:00
477613,DELO V DELAVNICI,VULKANIZERSKA DELA,FELNAR CENTER D.O.O.,"PTUJ, SPODNJA HAJDINA 007",,8.0,9.3,8.00 €/h neto (9.30 €/h bruto),HOURLY,PTUJ,PODRAVSKA,"Podjetje potrebuje resno, odgovorno in zanesljivo osebo za vsestransko pomoč v vulkanizerski delavnici. Gre za lažja pomožna dela, vsega te lahko naučijo, moraš imeti samo voljo do dela. Delavnica je odprta od ponedeljka do petka od 8.00 do 16.00, ter v soboto do 12.00. Delovni čas je fleksibilen, po potrebi in dogovoru se kdaj tudi podaljša. Resni kandidati/ke pokličite na kontakt podjetja.",,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,,2026-04-08T18:00:08.172264+00:00,2026-05-28T20:58:41.378492+00:00
477614,POMOČ PRI PRODAJI,,USRETAIL SI D.O.O.,"LJUBLJANA RUDNIK, JURČKOVA CESTA 223",TRGOVINA UNDER ARMOUR,7.73,8.98,7.73 €/h neto (8.98 €/h bruto),HOURLY,LJUBLJANA,OSREDNJESLOVENSKA,"V ekipo vabijo motivirane in zanesljive študente/ke za delo v trgovini, ki vključuje: prodajo in pomoč strankam; polnjenje in zlaganje artiklov na police ter skrb za urejenost prodajnega prostora. Izkušnje so prednost, niso pa pogoj.",,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,,2026-04-08T18:00:08.172264+00:00,2026-04-27T19:57:31.306908+00:00
477615,RAČUNOVODSKA DELA,,PROEVENT D.O.O.,"LJUBLJANA, DUNAJSKA CESTA 10",,7.73,8.98,7.73 €/h neto (8.98 €/h bruto),HOURLY,LJUBLJANA,OSREDNJESLOVENSKA,Iščejo polnoletne osebe za pomoč pri računovodskih delih. Zaželeno je veselje do dela s številkami in osnovno znanje angleškega jezika ter natančnost in zanesljivost. Možnost kasnejše redne zaposlitve. Pošljite e-prijavo s CV-jem.,3,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,2026-04-13,2026-04-08T18:00:08.172264+00:00,2026-04-12T18:00:13.747052+00:00
477616,POUČEVANJE,MLADINSKE DELAVNICE,LJUDSKA UNIVERZA ORMOŽ,"ORMOŽ, VRAZOVA ULICA 12",,9.0,10.46,9.00 €/h neto (10.46 €/h bruto),HOURLY,ORMOŽ,PODRAVSKA,"Išče se zanesljiva oseba za pomoč pri izvajanju mladinskega programa na osnovnih šolah. Če študiraš psihologijo, socialno delo, ali katero koli drugo družboslovno smer in imaš željo po delu z mladimi, je to prava priložnost zate. Delovno mesto zajema; organizacijo in izvajanje aktivnosti za mladostnike na različne tematike, sodelovanje pri načrtovanju programov in vsebin. Pogoji; odgovornost, komunikativnost in organiziranost, vozniški izpit B kategorije.",,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,,2026-04-08T18:00:08.172264+00:00,2026-04-22T19:49:44.641837+00:00
477617,STREŽBA,,CLUB STOP ROBERT NEMEČEK S.P.,"BLED, CESTA SVOBODE 15",,9.0,10.46,9.00 €/h neto (10.46 €/h bruto),HOURLY,BLED,GORENJSKA,"Strežba na letni terasi ob jezeru. Pogoj je starost nad 18 let. Zaželene so izkušnje, niso pa pogoj. Začetna urna postavka je 10,46 € bruto (9 € neto). Urno postavko ti zvišajo tudi napitnine, ki jih ni malo.",2,SEZONSKO,PO DOGOVORU,,2026-04-08T18:00:08.172264+00:00,2026-08-23T18:59:37.048068+00:00
477618,POMOČ PRI PRODAJI,,NKD D.O.O.,ŽALEC,,7.73,8.98,7.73 €/h neto (8.98 €/h bruto),HOURLY,ŽALEC,SAVINJSKA,Podjetje išče študenta/ko za pomoč pri prodaji v trgovini z oblačili in izdelki za dom.,,PO DOGOVORU,PO DOGOVORU,,2026-04-08T18:00:08.172264+00:00,2026-04-13T19:21:35.672790+00:00
477619,PROMOCIJA,,"KITIO INTERNACIONAL, D.O.O.",CELJE,"SELECTBOX, SUPERCARD",9.0,10.46,9.00 €/h neto (10.46 €/h bruto),HOURLY,CELJE,SAVINJSKA,"Si polnoleten/na, družaben/a, poln/a energije in rad/a komuniciraš z ljudmi? Potem je tu delo, ki ti bo pisano na kožo! Promocije potekajo v trgovskih centrih vsak četrtek, petek in soboto med 13.00 in 19.00, po potrebi in dogovoru. Kaj dobiš? Dinamično delo, super ekipo, pozitivno energijo in odlično plačilo (10,46 € bruto + stimulacija). Prijavi se čimprej in zasedi svoje mesto v super ekipi.",10,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,,2026-04-08T18:00:08.172264+00:00,2026-06-14T20:09:15.561189+00:00
477620,STREŽBA,,"POSLOVNO SVETOVANJE, MIHAEL STIPIČ S.P.","LJUBLJANA CENTER, PETKOVŠKOVO NABREŽJE",BAR LEPA VIDA,9.0,10.46,9.00 €/h neto (10.46 €/h bruto),HOURLY,LJUBLJANA,OSREDNJESLOVENSKA,"Iščejo okrepitve. Če si rad/a med ljudmi, uživaš v dobri energiji in želiš delati v prijetnem okolju, te vabijo, da se pridružiš njihovi ekipi. Iščejo prijazne, odgovorne posameznike/ce. Nudijo fleksibilen urnik in delo z dobro ekipo. Poslujejo med ponedeljkom in nedeljo, urnik je sestavljen po potrebi in dogovoru. Se veselijo sodelovanja. Izkušnje zaželene.",3,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,,2026-04-08T18:00:08.172264+00:00,2026-07-23T19:57:20.173591+00:00
477621,POMOČNIK VZGOJITELJA/VZGOJITELJICE,,MONTESSORI VRTEC - HIŠA OTROK CINCA BINCA,"LJUBLJANA , SPODNJI RUDNIK II/47",,8.0,9.3,8.00 €/h neto (9.30 €/h bruto),HOURLY,LJUBLJANA,OSREDNJESLOVENSKA,Iščejo študentki/študenta za pomoč pri delu z otroki. Gre za občasno pomoč v oddelku in za opravljanje gospodinjskih opravil. Zaželene izkušnje pri delu z otroki.,2,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,,2026-04-08T18:00:08.172264+00:00,2026-04-20T19:43:51.776342+00:00
477622,ADMINISTRATIVNA DELA,DELO V NEPREMIČNINSKI AGENCIJI,"MREŽA&PARTNERJI, NEPREMIČNINE, D.O.O.","LJUBLJANA - ČRNUČE, CESTA 24.JUNIJA 23",,7.8,9.06,7.80 €/h neto (9.06 €/h bruto),HOURLY,LJUBLJANA,OSREDNJESLOVENSKA,"So vaše veščine komunikacije s strankami na višjem nivoju, imate spletne platforme in MS Office v malem prstu, ter vam koordinacija ljudi ne predstavlja večjega stresa? Ste komunikativni in samoiniciativni ter vam brezdelje povzroča glavobole? Če ste na vse odgovorili pritrdilno, preizkusite vaše sposobnosti v njihovem podjetju, kjer je delo izrazito timsko v kreativnem in dinamičnem delovnem okolju, predvidoma od 15. 6. 2026 dalje,s kariernimi možnostmi v nepremičninskem svetu. Pošljite prijavo",,POČITNIŠKO DELO OZ. PO DOGOVORU,DOPOLDAN,2026-06-15,2026-04-08T18:00:08.172264+00:00,2026-05-24T19:49:22.440445+00:00
477624,ADMINISTRATIVNA DELA,,MAROLT D.O.O.,"POLZELA, LOČIŠKA CESTA 6",,8.0,9.3,8.00 €/h neto (9.30 €/h bruto),HOURLY,POLZELA,SAVINJSKA,"Iščejo polnoletno osebo za pomoč pri administrativnih delih - knjiženje in ostala administracija. V oglasu je navedena začetna urna postavka, ki se lahko čez čas zviša. Nudijo tudi malico.",,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,,2026-04-08T18:00:08.172264+00:00,2026-04-12T18:00:13.747052+00:00
477625,STREŽBA,,EXTRACT D.O.O.,"KOPER, ANKARANSKA C. 3 A",SUPREME,7.73,8.98,7.73 €/h neto (8.98 €/h bruto),HOURLY,KOPER/CAPODISTRIA,OBALNO-KRAŠKA,Iščejo osebe za strežbo. Pogoja: polnoletnost in vsaj nekaj izkušenj. Delo v prijetnem kolektivu. Za več informacij pokličite.,3,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,,2026-04-08T18:00:08.172264+00:00,2026-08-23T18:59:37.048068+00:00
477626,POMOČ V STREŽBI,SOMMELIER,"BISTRO BOMBINA, URH KAPELAR S.P.","TRBOVLJE, ULICA 1. JUNIJA 8",,7.73,8.98,7.73 €/h neto (8.98 €/h bruto),HOURLY,TRBOVLJE,ZASAVSKA,"Potrebujejo polnoletne osebe za pomoč v strežbi. Pogoj je znanje slovenskega jezika. Prednost imajo kandidati, ki imajo že nekaj znanja o vinih. Objavljena urna postavka je izhodiščna v primeru neizkušenj.",3,PO DOGOVORU,PO DOGOVORU,,2026-04-08T18:00:08.172264+00:00,2026-07-30T20:03:56.619882+00:00
477627,PRODAJA,SVETOVANJE PRI PRODAJI,"EUROPA 92 D.O.O., PODRUŽNICA V SLOVENIJI","LJUBLJANA BTC, ŠMARTINSKA C. 152G",,7.73,8.98,7.73 €/h neto (8.98 €/h bruto),HOURLY,LJUBLJANA,OSREDNJESLOVENSKA,"Potrebujejo polnoletni osebi za pomoč v trgovini z oblačili priznanih blagovnih znamk in modnimi dodatki. Le-ti naj bosta zanesljivi in odgovorni, pripravljeni po potrebi, dogovoru in občasno, delati tudi ob vikendih. Če te zanima sodelovanje z najbolj znanimi svetovnimi znamkami jeansa, prijavo z življenjepisom in s pripisom kraja dela (Ljubljana - BTC CITYPARK) oddaj s klikom na zeleni gumb E-PRIJAVA.",2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,,2026-04-08T18:00:08.172264+00:00,2026-05-24T19:49:22.440445+00:00
477628,LAŽJA FIZIČNA DELA,POMOČ PRI ODPIRANJU TRGOVINE,LPP FASHION D.O.O.,"ŠENTILJ V SLOVENSKIH GORICAH, MARIBORSKA CESTA 38",SINSAY,8.61,10.0,8.61 €/h neto (10.00 €/h bruto),HOURLY,,,"Za pomoč pri urejanju in postavljanju nove trgovine potrebujejo dodatno pomoč. Delo bo potekalo 8. in 9. 5. ter med 11. in 13. 5. 2026, med 8. in 16. uro. Ob prijavi navedi kontaktno številko, da te lahko kontaktirajo.",10,5 DNI,DOPOLDAN,2026-05-08,2026-04-08T18:00:08.172264+00:00,2026-04-13T19:21:35.672790+00:00
477629,REŠEVALEC/KA IZ VODE,,BTC D.D.,"LJUBLJANA BTC, ŠPANSKA ULICA 1",VODNO MESTO ATLANTIS,12.0,13.95,12.00 €/h neto (13.95 €/h bruto),HOURLY,LJUBLJANA,OSREDNJESLOVENSKA,"Iščejo reševalce/ke iz vode z licenco A2 ali A1. Delo poteka v dveh izmenah, urnik dela se določa za mesec dni vnaprej, dela se po potrebi in dogovoru. Prijave s CV zbirajo na e-naslov.",4,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,,2026-04-08T18:00:08.172264+00:00,2026-08-23T18:59:37.048068+00:00
477630,REDITELJ,,BTC D.D.,"LJUBLJANA - BTC, ŠPANSKA ULICA 1",VODNO MESTO ATLANTIS,7.73,8.98,7.73 €/h neto (8.98 €/h bruto),HOURLY,LJUBLJANA,OSREDNJESLOVENSKA,"Potrebujejo več polnoletnih oseb za opravljanje dela - redar na bazenu in toboganu (nadzor na toboganu in pomoč pri opozarjanju na pravila za varno kopanje). Iščejo odgovorne in resne osebe. Delo poteka med vikendi, prazniki in počitnicami. Urnik dela se pripravlja za mesec dni v naprej in po dogovoru. Pošljite prijavo s CV-jem na e-naslov.",4,DLJE ČASA (ZAČ. IN OBČ. DELO),MED VIKENDI,,2026-04-08T18:00:08.172264+00:00,2026-06-17T20:36:44.242652+00:00
477631,POMOČ V KUHINJI,,OSNOVNA ŠOLA ZADOBROVA,"LJUBLJANA - POLJE, ZADOBROVŠKA CESTA 35",,7.8,9.06,7.80 €/h neto (9.06 €/h bruto),HOURLY,LJUBLJANA,OSREDNJESLOVENSKA,"Iščejo pomoč v kuhinji, delo pri pomivalnem stroju, likanje, čiščenje kuhinje.",,DO 24. 6. 2026,DOPOLDAN,,2026-04-08T18:00:08.172264+00:00,2026-04-13T19:21:35.672790+00:00
477632,TEHNIČNA POMOČ,POMOČ UPORABNIKOM,"SNAPGUEST, INTELIGENTNE REŠITVE D.O.O.",BLED,,10.0,11.62,10.00 €/h neto (11.62 €/h bruto),HOURLY,BLED,GORENJSKA,"Iščejo študenta/ko za pomoč uporabnikom pri onboardingu na novo verzijo aplikacije za vodenje nastanitvenih obratov. Če imaš izkušnje z oddajanjem nastanitev in dobro poznaš delovanje spletnih platform (Airbnb, Booking extranet ipd.) in te veseli delo z ljudmi, te vabijo, da se jim pridružiš v ekipi. Delo poteka v pisarni na Bledu.",,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,,2026-04-08T18:00:08.172264+00:00,2026-05-25T20:13:50.135668+00:00
477634,HOSTES/A,POMOČ V GARDEROBI,ŠENTJAKOBSKO GLEDALIŠČE LJUBLJANA - DRUŠTVO,"LJUBLJANA, KREKOV TRG 2, 1. NADSTROPJE",,7.73,8.98,7.73 €/h neto (8.98 €/h bruto),HOURLY,LJUBLJANA,OSREDNJESLOVENSKA,"V gledališče vabijo prijazni, zanesljivi in komunikativni osebi za delo hostese/hostesnika. Delo obsega: prijazen sprejem in pozdrav obiskovalcev, pomoč pri usmerjanju obiskovalcev pred predstavo in med odmori, sprejemanje in izdajanje oblačil v garderobi, pomoč pri pogostitvah in drugih spremljevalnih dejavnostih ob dogodkih. Če radi delate z ljudmi, imate občutek za urejenost in prijazno komunikacijo, vas z veseljem vabijo, da se jim pridružite pri ustvarjanju prijetne klime.",2,PO DOGOVORU,POPOLDAN,2026-04-09,2026-04-08T18:00:08.172264+00:00,2026-04-08T18:00:08.172264+00:00
477635,STREŽBA,,KAVENIJA D.O.O.,"MARIBOR, KARDELJEVA CESTA 85",,8.0,9.3,8.00 €/h neto (9.30 €/h bruto),HOURLY,MARIBOR,PODRAVSKA,"Potrebujejo dve polnoletni osebi z izkušnjami v strežbi za delo v kavarni. Delo poteka tudi ob vikendih in praznikih, po dogovoru in potrebi.",2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,,2026-04-08T18:00:08.172264+00:00,2026-05-03T19:40:03.884392+00:00
477636,DEKLARIRANJE,,"ZI-VI, PODJETJE ZA TRGOVINO IN IZVOZ-UVOZ, D.O.O.","LJUBLJANA ČRNUČE, BRNČIČEVA 47 A",SKLADIŠČE GOYA,8.0,9.3,8.00 €/h neto (9.30 €/h bruto),HOURLY,LJUBLJANA,OSREDNJESLOVENSKA,"Deklariranje sira v hladilniškem objektu, predvidoma 8 ur, med 9. 00 in 17. 00. Potrebna so topla oblačila - temperatura od 4 do 8 stopinj Celzija.",2,14. 4. 2026,DOPOLDAN,2026-04-14,2026-04-08T18:00:08.172264+00:00,2026-04-09T18:00:06.344477+00:00
477637,POMOČ V TRGOVINI,BLAGAJNIK,ENGROTUŠ D.O.O.,"LAŠKO, CELJSKA CESTA 36",TUŠ SUPERMARKET,7.73,8.98,7.73 €/h neto (8.98 €/h bruto),HOURLY,LAŠKO,SAVINJSKA,"V podjetju potrebujejo polnoletni, natančni, komunikativni, vestni in zanesljivi osebi za delo v trgovini. Delovno mesto zajema; delo na blagajni, polnjenje polic, kontrolo kakovosti, pomoč strankam, ipd. Delo je izmensko - tudi ob sobotah, vse po dogovoru in potrebi. Možnost kasnejše redne zaposlitve. Interesenti naj pokličejo ali pošljejo vlogo na kontakt podjetja.",2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,,2026-04-08T18:00:08.172264+00:00,2026-05-13T20:22:16.016320+00:00
477638,SPREMLJEVALEC/ SPREMLJEVALKA,DELO Z OTROKI,OSNOVNA ŠOLA ZADOBROVA,"LJUBLJANA - POLJE, ZADOBROVŠKA C. 35",,7.8,9.06,7.80 €/h neto (9.06 €/h bruto),HOURLY,LJUBLJANA,OSREDNJESLOVENSKA,"Iščejo osebo za delo spremljevalca/ke učenca v 1. razredu. Delo poteka v dopoldanskem času, po potrebi in dogovoru. Pogoj je ustrezna izobrazba.",,DO 24. 6. 2026,DOPOLDAN,,2026-04-08T18:00:08.172264+00:00,2026-04-13T19:21:35.672790+00:00
477640,ANIMATOR/KA,DELO Z OTROKI,"PAS, GOSTINSTVO, TURIZEM IN DRUGE STORITVE, D.O.O.","MARIBOR, ŠPELINA ULICA 17A",BOWLING CENTER STRIKE,7.73,8.98,7.73 €/h neto (8.98 €/h bruto),HOURLY,MARIBOR,PODRAVSKA,"Podjetje potrebuje prijazne, vesele in polnoletne osebe za animacijo otrok na rojstnih dnevih. Pogoj je smer šolanja v pedagogiki ali predšolski vzgoji. Zaželene so osebe iz Maribora ali bližnje okolice.",3,DLJE ČASA (ZAČ. IN OBČ. DELO),MED VIKENDI,,2026-04-08T18:00:08.172264+00:00,2026-04-27T19:57:31.306908+00:00
477641,PRODAJA,DELO NA BLAGAJNI,C&A MODA D.O.O.,"PTUJ, ORMOŠKA CESTA 24",,8.61,10.0,8.61 €/h neto (10.00 €/h bruto),HOURLY,PTUJ,PODRAVSKA,"V znani prodajalni z oblačili potrebujejo pomoč polnoletne, zanesljive, komunikativne osebe. Delovno mesto zajema prodajo, delo na blagajni, skrb za urejenost prodajalne, ipd. Dela se v dopoldanskem in popoldanskem času, po dogovoru in potrebi.",,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,,2026-04-08T18:00:08.172264+00:00,2026-04-12T18:00:13.747052+00:00
477642,POMOČ PRI PRODAJI,,C&A MODA D.O.O.,"MURSKA SOBOTA, LENDAVSKA ULICA 66 C",,8.61,10.0,8.61 €/h neto (10.00 €/h bruto),HOURLY,MURSKA SOBOTA,POMURSKA,Podjetje potrebuje zanesljivo in odgovorno osebo za pomoč pri prodaji v trgovini z oblačili. Pogoj je starost nad 18 let.,,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2026-04-20,2026-04-08T18:00:08.172264+00:00,2026-04-15T18:00:07.868523+00:00
477644,BLAGAJNIK,POMOČ V KUHINJI IN STREŽBI,FOVELLA D.O.O.,"LJUBLJANA, DUNAJSKA 105",DODO PIZZA,7.75,9.01,7.75 €/h neto (9.01 €/h bruto),HOURLY,LJUBLJANA,OSREDNJESLOVENSKA,"Delo v kuhinji ter delo na blagajni v piceriji, strežba strank (hrana in pijača). Urna postavka se začne od 9,01 € bruto dalje, v nadaljevanju se poviša. Nudijo malico ter stimulacijo. Prijavo pošljete na e-naslov ali pokličite. Z delom lahko pričnete takoj. Pogoj je znanje slovenskega jezika.",4,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,,2026-04-08T18:00:08.172264+00:00,2026-08-23T18:59:37.048068+00:00
477645,POMOČ V STREŽBI,,"ELEKTRO BAR JASMINA ŽIBERT, S.P.","ŠENTJERNEJ, NOVOMEŠKA CESTA 11",,8.0,9.3,8.00 €/h neto (9.30 €/h bruto),HOURLY,ŠENTJERNEJ,JUGOVZHODNA SLOVENIJA,Za občasno delo v strežbi iščejo polnoletni in odgovorni osebi. Zaželene so izkušnje in lasten prevoz.,2,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,,2026-04-08T18:00:08.172264+00:00,2026-07-23T19:57:20.173591+00:00
477646,DELO NA BENCINSKEM SERVISU,,GOLDI D.O.O.,"KAMNIK, PEROVO 32",BS MOL,8.0,9.3,8.00 €/h neto (9.30 €/h bruto),HOURLY,KAMNIK,OSREDNJESLOVENSKA,"Potrebujejo polnoletni osebi za delo v trgovini na bencinskem servisu tako med tednom kot tudi za vikende, po potrebi in dogovoru (delo na blagajni, polnjenje polic, pomoč strankam, čiščenje poslovnega prostora in bližnje okolice). Za delo je potrebno znanje slovenskega jezika. Možnost daljšega, občasnega sodelovanja. Pošljita e-prijavo.",2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,,2026-04-08T18:00:08.172264+00:00,2026-04-21T19:07:20.438871+00:00
477647,PRODAJA,,BAMBINI D.O.O.,"LJUBLJANA RUDNIK, SUPERNOVA",,7.74,9.0,7.74 €/h neto (9.00 €/h bruto),HOURLY,LJUBLJANA,OSREDNJESLOVENSKA,"Si poln/a energije, nasmejan/a in prijazen/a? Imaš čas za delo med tednom popoldan, predvsem ob petkih in sobotah oz. po dogovoru? Bi rad/a začel/a z delom čim prej? V trgovinici z otroškimi in nosečniškimi oblačili iščejo prav tebe za pomoč pri prodaji. Če že imaš izkušnje v prodaji, te bodo še toliko bolj veseli. Poleg urne postavke lahko dobiš tudi stimulacijo. Obvezno je znanje slovenskega jezika in polnoletnost.",2,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,,2026-04-08T18:00:08.172264+00:00,2026-04-21T19:07:20.438871+00:00
